State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Chattisgarh,Bilaspur,Bilaspur,Wheat,Local,FAQ,26/03/2024,2338,2338,2338,1
Haryana,Mahendragarh-Narnaul,Mohindergarh,Orange,Orange,Medium,26/03/2024,2500,3500,2500,18
Tamil Nadu,Thiruvannamalai,Thiruvannamalai,Paddy(Dhan)(Common),ADT 37,FAQ,26/03/2024,1580,1707,1658,2
Uttar Pradesh,Farukhabad,Kayamganj,Rice,III,FAQ,26/03/2024,2830,2880,2850,3
Chattisgarh,Raigarh,Sarangarh,Wheat,Deshi,FAQ,26/03/2024,1900,2000,1950,1
Himachal Pradesh,Mandi,Mandi(Mandi),Orange,Orange,Medium,26/03/2024,4500,7000,6500,18
Himachal Pradesh,Shimla,Shimla,Orange,Darjeeling,Medium,26/03/2024,5000,6000,5500,18
Himachal Pradesh,Una,Una,Orange,Nagpuri,Medium,26/03/2024,6000,7500,6800,18
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),ADT 37,FAQ,26/03/2024,1923,1923,1923,2
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),ADT 37,FAQ,26/03/2024,1848,1973,1920,2
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),Other,FAQ,26/03/2024,2136,2713,2467,2
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),ADT 37,FAQ,26/03/2024,1799,1903,1873,2
Gujarat,Anand,Khambhat(Grain Market),Wheat,Other,FAQ,26/03/2024,2250,3000,2625,1
NCT of Delhi,Delhi,Azadpur,Orange,Orange,Large,26/03/2024,1000,6500,3619,18
Punjab,Fatehgarh,Sirhind,Orange,Other,Medium,26/03/2024,3500,4500,4000,18
Maharashtra,Hingoli,Hingoli(Kanegoan Naka),Soyabean,Yellow,FAQ,26/03/2024,4200,4300,4250,13
Maharashtra,Jalana,Jalana,Soyabean,Yellow,FAQ,26/03/2024,4150,4360,4325,13
Maharashtra,Jalgaon,Chalisgaon,Soyabean,Yellow,FAQ,26/03/2024,4000,4311,4272,13
Maharashtra,Jalgaon,Jalgaon,Soyabean,Other,FAQ,26/03/2024,4175,4175,4175,13
Maharashtra,Jalgaon,Pachora,Soyabean,Other,FAQ,26/03/2024,4200,4235,4225,13
Tamil Nadu,Villupuram,Thirukovilur,Paddy(Dhan)(Common),ADT 39,FAQ,26/03/2024,1861,1973,1861,2
Tamil Nadu,Villupuram,Thirukovilur,Paddy(Dhan)(Common),ADT 43,FAQ,26/03/2024,1855,1972,1855,2
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),ADT 37,FAQ,26/03/2024,1799,1879,1825,2
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),Other,FAQ,26/03/2024,2001,2015,2008,2
Himachal Pradesh,Kangra,Kangra,Apple,Other,Medium,26/03/2024,12000,18000,15000,17
Punjab,Patiala,Patran,Orange,Darjeeling,Medium,26/03/2024,4000,4200,4120,18
Maharashtra,Nashik,Lasalgaon(Vinchur),Soyabean,Other,FAQ,26/03/2024,3000,4340,4300,13
Maharashtra,Nashik,Malegaon,Soyabean,Yellow,FAQ,26/03/2024,4279,4279,4279,13
Telangana,Ranga Reddy,Pargi,Maize,Hybrid/Local,FAQ,26/03/2024,2200,2200,2200,4
Uttar Pradesh,Amethi,Sultanpur,Orange,Orange,Medium,26/03/2024,3170,3380,3270,18
Uttar Pradesh,Auraiya,Achalda,Maize,Yellow,FAQ,26/03/2024,2200,2300,2260,4
Telangana,Karimnagar,Sultanabad,Paddy(Dhan)(Common),MTU-1010,FAQ,26/03/2024,2203,2203,2203,2
Telangana,Khammam,Dammapet,Paddy(Dhan)(Common),1001,FAQ,26/03/2024,2200,2200,2200,2
Haryana,Kurukshetra,Iamailabad,Apple,Apple,Large,26/03/2024,10100,15500,12550,17
Uttar Pradesh,Bulandshahar,Khurja,Rice,III,FAQ,26/03/2024,3000,3200,3100,3
Haryana,Mahendragarh-Narnaul,Narnaul,Orange,Other,Medium,26/03/2024,3000,4000,3500,18
Haryana,Sonipat,Ganaur,Orange,Orange,Medium,26/03/2024,8000,10000,9000,18
Maharashtra,Beed,Beed,Soyabean,Yellow,FAQ,26/03/2024,4400,4511,4457,13
Maharashtra,Beed,Parali Vaijyanath,Soyabean,Other,FAQ,26/03/2024,4351,4450,4425,13
Uttar Pradesh,Hardoi,Madhoganj,Rice,Common,FAQ,26/03/2024,2800,2850,2820,3
Uttar Pradesh,Hardoi,Sandila,Rice,Common,FAQ,26/03/2024,2770,2850,2810,3
Telangana,Karimnagar,Dharmapuri,Maize,Medium,FAQ,26/03/2024,2100,2100,2100,4
Telangana,Karimnagar,Gollapally,Maize,Deshi Red,FAQ,26/03/2024,2100,2100,2100,4
Telangana,Khammam,Yellandu,Maize,Deshi Red,FAQ,26/03/2024,2000,2200,2200,4
Telangana,Mahbubnagar,Mahbubnagar,Maize,Deshi Red,FAQ,26/03/2024,2229,2230,2229,4
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,26/03/2024,2800,3200,3000,1
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),Other,FAQ,26/03/2024,1642,1699,1672,2
Telangana,Jagityal,Mallapur,Paddy(Dhan)(Common),MTU-1010,FAQ,26/03/2024,2183,2183,2183,2
Himachal Pradesh,Kangra,Palampur,Apple,Apple,Medium,26/03/2024,9500,13500,12000,17
Uttar Pradesh,Mathura,Kosikalan,Rice,III,FAQ,26/03/2024,3000,3100,3020,3
Telangana,Nizamabad,Bichkunda,Maize,Deshi Red,FAQ,26/03/2024,2090,2090,2090,4
Uttar Pradesh,Ghaziabad,Noida,Orange,Darjeeling,Medium,26/03/2024,2850,3120,3010,18
Telangana,Khammam,Kothagudem,Paddy(Dhan)(Common),1001,FAQ,26/03/2024,2100,2183,2180,2
Chattisgarh,Kabirdham,Biranpur kalan (Sahaspur Lohra),Wheat,Deshi,FAQ,26/03/2024,2200,2200,2200,1
Maharashtra,Buldhana,Chikali,Soyabean,Yellow,FAQ,26/03/2024,4100,4300,4200,13
Maharashtra,Chandrapur,Rajura,Soyabean,Yellow,FAQ,26/03/2024,3805,4300,4250,13
Tamil Nadu,Salem,Gangavalli,Maize,Other,FAQ,26/03/2024,2270,2330,2300,4
Maharashtra,Ahmednagar,Rahata,Potato,Other,FAQ,26/03/2024,1800,2100,1950,24
Uttrakhand,UdhamSinghNagar,Kicchha,Banana,Other,Small,26/03/2024,1300,1500,1400,19
West Bengal,Darjeeling,Siliguri,Banana,Other,Large,26/03/2024,2320,2350,2340,19
Uttar Pradesh,Kanpur Dehat,Jhijhank,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,26/03/2024,2200,2300,2250,28
Maharashtra,Nagpur,Hingna,Potato,Other,FAQ,26/03/2024,2000,2000,2000,24
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),Coriander,FAQ,26/03/2024,1000,1500,1250,43
Kerala,Ernakulam,Perumbavoor,Black pepper,Garbled,FAQ,26/03/2024,48500,49500,49000,38
Kerala,Idukki,Thodupuzha,Black pepper,Ungrabled,FAQ,26/03/2024,46000,47000,47000,38
Uttar Pradesh,Kanpur Dehat,Pukharayan,Banana,Banana - Ripe,Medium,26/03/2024,2775,2820,2800,19
Kerala,Kottayam,Kottayam,Potato,Potato,FAQ,26/03/2024,2800,3200,3000,24
Kerala,Kottayam,Thalayolaparambu,Potato,Other,FAQ,26/03/2024,3600,4000,3800,24
Kerala,Kannur,Kannur,Black pepper,Other,FAQ,26/03/2024,47000,55000,50000,38
Maharashtra,Satara,Vai,Turmeric,Other,FAQ,26/03/2024,14000,19900,17500,39
Uttar Pradesh,Auraiya,Achalda,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,26/03/2024,2200,2300,2250,28
Uttar Pradesh,Badaun,Bilsi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,26/03/2024,2300,2400,2350,28
Madhya Pradesh,Indore,Indore,Potato,Local,FAQ,26/03/2024,993,2000,2000,24
Rajasthan,Jaipur,Chomu (F&V),Cauliflower,Other,FAQ,26/03/2024,1600,2200,1900,34
Uttar Pradesh,Hardoi,Madhoganj,Potato,Badshah,FAQ,26/03/2024,1250,1350,1300,24
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Potato,Potato,FAQ,26/03/2024,1250,1350,1300,24
Uttar Pradesh,Hathras,Haathras,Potato,Desi,FAQ,26/03/2024,1150,1450,1300,24
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Cauliflower,African Sarson,FAQ,26/03/2024,1800,1800,1800,34
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Cauliflower,African Sarson,FAQ,26/03/2024,1800,1800,1800,34
Tripura,North Tripura,Kadamtala,Cauliflower,Cauliflower,FAQ,26/03/2024,2300,2500,2400,34
Tripura,Unokoti,Pabiacherra,Cauliflower,Local,FAQ,26/03/2024,2000,2300,2200,34
Rajasthan,Hanumangarh,Nohar,Potato,Other,FAQ,26/03/2024,700,950,800,24
Rajasthan,Hanumangarh,Sangriya,Potato,Potato,FAQ,26/03/2024,500,1600,1300,24
Rajasthan,Jaipur,Chomu (F&V),Potato,Other,FAQ,26/03/2024,1400,1800,1600,24
Kerala,Palakad,Vadakkenchery,Cauliflower,Other,FAQ,26/03/2024,3500,4000,3750,34
Kerala,Thirssur,Chalakudy,Cauliflower,Cauliflower,FAQ,26/03/2024,3500,4500,4500,34
Kerala,Thirssur,Chelakkara,Cauliflower,Other,FAQ,26/03/2024,4500,4800,4600,34
Kerala,Thiruvananthapuram,Aralamoodu,Cauliflower,Cauliflower,FAQ,26/03/2024,6000,6000,6000,34
Kerala,Thiruvananthapuram,Chala,Cauliflower,Other,FAQ,26/03/2024,3500,3600,3500,34
Telangana,Hyderabad,Bowenpally,Potato,(Red Nanital),FAQ,26/03/2024,1000,2200,2000,24
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Cauliflower,Other,FAQ,26/03/2024,700,1500,1200,34
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,FAQ,26/03/2024,800,1200,1000,34
Maharashtra,Nagpur,Kalmeshwar,Cauliflower,Other,FAQ,26/03/2024,1055,1500,1335,34
Maharashtra,Nagpur,Nagpur,Cauliflower,Other,FAQ,26/03/2024,1500,2000,1875,34
Maharashtra,Nashik,Nasik,Cauliflower,Other,FAQ,26/03/2024,430,1430,1145,34
Maharashtra,Pune,Manchar,Cauliflower,Other,FAQ,26/03/2024,300,810,555,34
Maharashtra,Raigad,Panvel,Cauliflower,Other,FAQ,26/03/2024,1000,1200,1100,34
Punjab,Gurdaspur,F.G.Churian,Cauliflower,Cauliflower,FAQ,26/03/2024,1800,2000,1900,34
Punjab,Hoshiarpur,Dasuya,Cauliflower,Other,FAQ,26/03/2024,1000,1300,1150,34
Uttar Pradesh,Balrampur,Tulsipur,Potato,Desi,FAQ,26/03/2024,1410,1450,1430,24
Uttar Pradesh,Banda,Banda,Potato,Desi,FAQ,26/03/2024,1270,1430,1350,24
Punjab,Jalandhar,Mehatpur,Cauliflower,Other,FAQ,26/03/2024,2000,2200,2000,34
Uttar Pradesh,Bareilly,Bareilly,Potato,Potato,FAQ,26/03/2024,1200,1250,1225,24
Punjab,kapurthala,Bhulath,Cauliflower,Cauliflower,FAQ,26/03/2024,600,0,600,34
Uttar Pradesh,Bijnor,Najibabad,Potato,Desi,FAQ,26/03/2024,400,800,600,24
Punjab,Moga,Moga,Cauliflower,Other,FAQ,26/03/2024,600,1000,800,34
Uttar Pradesh,Etah,Awagarh,Potato,Desi,FAQ,26/03/2024,800,1000,900,24
Uttar Pradesh,Farukhabad,Farukhabad,Potato,Local,FAQ,26/03/2024,1300,1600,1420,24
Punjab,Patiala,Nabha,Cauliflower,Other,FAQ,26/03/2024,1000,2000,1400,34
Uttar Pradesh,Kanpur,Choubepur,Potato,Local,FAQ,26/03/2024,1300,1500,1400,24
Uttar Pradesh,Auraiya,Auraiya,Cauliflower,Local,FAQ,26/03/2024,2200,2400,2300,34
Uttar Pradesh,Auraiya,Dibiapur,Cauliflower,Cauliflower,FAQ,26/03/2024,900,1100,1000,34
Uttar Pradesh,Lakhimpur,Golagokarnath,Potato,Badshah,FAQ,26/03/2024,1210,1410,1310,24
Uttar Pradesh,Lalitpur,Lalitpur,Potato,Local,FAQ,26/03/2024,1350,1400,1370,24
Uttar Pradesh,Badaun,Ujhani,Cauliflower,Cauliflower,FAQ,26/03/2024,1550,1650,1610,34
Uttar Pradesh,Baghpat,Khekda,Cauliflower,Cauliflower,FAQ,26/03/2024,2200,2600,2400,34
Punjab,Ludhiana,Ludhiana,Cauliflower,Other,FAQ,26/03/2024,600,1100,800,34
Punjab,Jalandhar,Nakodar,Cauliflower,Other,FAQ,26/03/2024,400,590,500,34
Uttar Pradesh,Amethi,Sultanpur,Cauliflower,Cauliflower,FAQ,26/03/2024,1825,2015,1930,34
Uttar Pradesh,Amroha,Amroha,Cauliflower,Cauliflower,FAQ,26/03/2024,1850,2100,2000,34
Rajasthan,Baran,Kawai Salpura (Atru),Linseed,Other,FAQ,26/03/2024,4200,4200,4200,67
Uttar Pradesh,Chitrakut,Karvi,Linseed,Linseed,FAQ,26/03/2024,5100,5345,5200,67
Punjab,Hoshiarpur,Mukerian,Field Pea,Field Pea,FAQ,26/03/2024,2800,3800,3500,64
Telangana,Hyderabad,Erragadda(Rythu Bazar),Field Pea,Field Pea,FAQ,26/03/2024,5000,5000,5000,64
Telangana,Medak,Vantamamidi,Field Pea,Field Pea,FAQ,26/03/2024,2000,4000,3000,64
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,26/03/2024,9000,9000,9000,49
Maharashtra,Nanded,Nanded,Arhar (Tur/Red Gram)(Whole),Other,FAQ,26/03/2024,9000,9000,9000,49
Maharashtra,Sholapur,Barshi,Arhar (Tur/Red Gram)(Whole),Other,FAQ,26/03/2024,9500,9500,9500,49
Telangana,Warangal,Warangal,Field Pea,Field Pea,FAQ,26/03/2024,5000,5500,5250,64
Uttar Pradesh,Ballia,Rasda,Field Pea,Field Pea,FAQ,26/03/2024,3240,3390,3310,64
Uttar Pradesh,Bareilly,Bareilly,Field Pea,Field Pea,FAQ,26/03/2024,2375,2425,2400,64
Uttar Pradesh,Bulandshahar,Anoop Shahar,Field Pea,Field Pea,FAQ,26/03/2024,2300,2700,2500,64
Uttar Pradesh,Bulandshahar,Khurja,Field Pea,Field Pea,FAQ,26/03/2024,2750,2950,2850,64
Maharashtra,Wardha,Arvi,Arhar (Tur/Red Gram)(Whole),Other,FAQ,26/03/2024,8500,9890,9600,49
Uttar Pradesh,Mathura,Mathura,Field Pea,Field Pea,FAQ,26/03/2024,2650,2960,2840,64
Uttar Pradesh,Saharanpur,Saharanpur,Field Pea,Field Pea,FAQ,26/03/2024,2700,3100,2900,64
Uttar Pradesh,Shahjahanpur,Tilhar,Field Pea,Other,FAQ,26/03/2024,2000,2400,2250,64
Uttrakhand,Dehradoon,Chakrata,Field Pea,Other,FAQ,26/03/2024,2500,3000,2800,64
Uttrakhand,Dehradoon,Vikasnagar,Field Pea,Other,FAQ,26/03/2024,1000,2000,2000,64
Uttar Pradesh,Amroha,Dhanaura,Gur(Jaggery),Pathari,FAQ,26/03/2024,3000,4000,3500,74
Uttar Pradesh,Auraiya,Achalda,Gur(Jaggery),Red,FAQ,26/03/2024,3800,4040,3950,74
Uttar Pradesh,Bulandshahar,Sikanderabad,Papaya,Papaya,Medium,26/03/2024,2200,2500,2300,72
Uttar Pradesh,Gautam Budh Nagar,Dadri,Papaya,Papaya,Medium,26/03/2024,2300,2550,2400,72
Uttar Pradesh,Ballia,Ballia,Gur(Jaggery),Red,FAQ,26/03/2024,4320,4380,4350,74
Uttar Pradesh,Ballia,Rasda,Gur(Jaggery),Red,FAQ,26/03/2024,4280,4410,4340,74
Uttar Pradesh,Ghaziabad,Noida,Papaya,Papaya,Medium,26/03/2024,2200,2535,2420,72
Uttar Pradesh,Jaunpur,Jaunpur,Papaya,Papaya,Medium,26/03/2024,2000,2100,2050,72
Uttar Pradesh,Lakhimpur,Lakhimpur,Papaya,Papaya,Medium,26/03/2024,2100,2250,2185,72
Punjab,Moga,Moga,Papaya,Other,Medium,26/03/2024,3000,4000,3500,72
Punjab,Muktsar,Malout,Papaya,Papaya,Medium,26/03/2024,1800,2200,2000,72
Punjab,Patiala,Nabha,Papaya,Other,Medium,26/03/2024,4000,4000,4000,72
Punjab,Sangrur,Bhawanigarh,Papaya,Other,Medium,26/03/2024,4000,5000,4500,72
Punjab,Sangrur,Sunam,Papaya,Other,Large,26/03/2024,1000,2000,1500,72
Rajasthan,Hanumangarh,Hanumangarh Town,Guar,Other,FAQ,26/03/2024,4730,4768,4731,75
Rajasthan,Kota,Kota (F&V),Papaya,Other,Medium,26/03/2024,2000,2600,2300,72
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 1,FAQ,26/03/2024,3560,4110,3835,74
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,FAQ,26/03/2024,3400,3800,3650,74
Rajasthan,Jaipur,Chomu (Grain),Guar,Other,FAQ,26/03/2024,4700,4740,4720,75
Uttar Pradesh,Badaun,Badayoun,Papaya,Papaya,Medium,26/03/2024,1860,1980,1910,72
Uttar Pradesh,Badaun,Shahaswan,Papaya,Other,Medium,26/03/2024,1900,2100,2000,72
Maharashtra,Pune,Pune(Manjri),Guar,Other,FAQ,26/03/2024,4600,8000,5000,75
Rajasthan,Bikaner,Bikaner (F&V),Chikoos(Sapota),Other,Medium,26/03/2024,2200,2400,2300,71
Uttar Pradesh,Bulandshahar,Sikanderabad,Water Melon,Water Melon,Medium,26/03/2024,1600,1800,1700,73
Uttar Pradesh,Bulandshahar,Sikanderabad,Chikoos(Sapota),Sapota,Medium,26/03/2024,2800,3000,2900,71
Punjab,Fazilka,Fazilka,Papaya,Other,Medium,26/03/2024,1500,2000,1800,72
Punjab,Gurdaspur,Gurdaspur,Papaya,Other,Large,26/03/2024,3500,4000,3700,72
Punjab,Hoshiarpur,Dasuya,Papaya,Other,Medium,26/03/2024,1800,1800,1800,72
Uttar Pradesh,Shamli,Thanabhavan,Water Melon,Water Melon,Medium,26/03/2024,1000,1200,1200,73
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,Medium,26/03/2024,2350,2550,2450,72
Uttar Pradesh,Pillibhit,Pilibhit,Papaya,Papaya,Medium,26/03/2024,1880,1955,1925,72
Uttar Pradesh,Raebarelli,Jayas,Papaya,Papaya,Medium,26/03/2024,2000,2350,2200,72
Uttar Pradesh,Gonda,Nawabganj,Gur(Jaggery),Red,FAQ,26/03/2024,3940,4020,3980,74
Uttrakhand,Dehradoon,Dehradoon,Papaya,Other,Medium,26/03/2024,1100,2000,1450,72
Uttrakhand,Dehradoon,Rishikesh,Papaya,Other,Small,26/03/2024,1600,2400,1950,72
Uttar Pradesh,Jaunpur,Jaunpur,Gur(Jaggery),Red,FAQ,26/03/2024,4325,4375,4350,74
Uttar Pradesh,Kanpur,Kanpur(Grain),Gur(Jaggery),Red,FAQ,26/03/2024,3550,3650,3600,74
Uttar Pradesh,Kanpur Dehat,Pukharayan,Gur(Jaggery),Red,FAQ,26/03/2024,3850,3900,3880,74
Uttar Pradesh,Lakhimpur,Golagokarnath,Gur(Jaggery),Yellow,FAQ,26/03/2024,3280,3480,3380,74
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Gur(Jaggery),Yellow,FAQ,26/03/2024,3200,3900,3700,74
Uttar Pradesh,Raebarelli,Jayas,Gur(Jaggery),Red,FAQ,26/03/2024,3400,3600,3500,74
Uttar Pradesh,Raebarelli,Lalganj,Gur(Jaggery),Red,FAQ,26/03/2024,4015,4100,4050,74
Kerala,Alappuzha,Madhavapuram,Papaya,Other,Large,26/03/2024,2500,2700,2600,72
Kerala,Ernakulam,Mazhuvannur VFPCK,Papaya,Other,Large,26/03/2024,1200,4100,1800,72
NCT of Delhi,Delhi,Azadpur,Papaya,Papaya,Large,26/03/2024,1500,2500,1850,72
Punjab,Jalandhar,Jalandhar City(Jalandhar),Papaya,Papaya,Medium,26/03/2024,900,1900,1600,72
Punjab,Mansa,Budalada,Papaya,Papaya,Medium,26/03/2024,2000,2800,2500,72
Uttar Pradesh,Amroha,Hasanpur,Papaya,Papaya,Medium,26/03/2024,1430,1500,1450,72
Karnataka,Mandya,Mandya,Gur(Jaggery),Kurikatu,FAQ,26/03/2024,3300,3750,3600,74
Uttar Pradesh,Maharajganj,Gadaura,Potato,Red,FAQ,26/03/2024,800,1000,900,24
Uttar Pradesh,Mainpuri,Ghiraur,Potato,Local,FAQ,26/03/2024,1245,1445,1345,24
Uttar Pradesh,Bareilly,Anwala,Cauliflower,Cauliflower,FAQ,26/03/2024,1500,2000,1800,34
Uttar Pradesh,Bulandshahar,Anoop Shahar,Cauliflower,Cauliflower,FAQ,26/03/2024,2000,2400,2200,34
Uttar Pradesh,Mirzapur,Mirzapur,Potato,Desi,FAQ,26/03/2024,1375,1500,1420,24
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,26/03/2024,1000,1200,1100,34
Uttar Pradesh,Bulandshahar,Sikanderabad,Cauliflower,Cauliflower,FAQ,26/03/2024,1400,1600,1500,34
Uttar Pradesh,Pillibhit,Puranpur,Potato,Potato,FAQ,26/03/2024,1260,1340,1300,24
Rajasthan,Udaipur,Udaipur (Grain),Sugar,Other,FAQ,26/03/2024,3950,4350,4150,48
Uttar Pradesh,Etawah,Bharthna,Cauliflower,Cauliflower,FAQ,26/03/2024,1900,2100,2000,34
Uttar Pradesh,Raebarelli,Jayas,Potato,Chandermukhi,FAQ,26/03/2024,1400,1500,1480,24
Uttar Pradesh,Raebarelli,Salon,Potato,Desi,FAQ,26/03/2024,1300,1350,1325,24
Uttar Pradesh,Gonda,Gonda,Cauliflower,Cauliflower,FAQ,26/03/2024,2660,2800,2700,34
Uttar Pradesh,Saharanpur,Rampurmaniharan,Potato,Desi,FAQ,26/03/2024,900,1000,950,24
Uttar Pradesh,Saharanpur,Saharanpur,Potato,Desi,FAQ,26/03/2024,1160,1400,1250,24
Uttar Pradesh,Sambhal,Chandausi,Potato,Potato,FAQ,26/03/2024,1150,1500,1325,24
Uttar Pradesh,Sambhal,Sambhal,Potato,Desi,FAQ,26/03/2024,700,1050,800,24
Uttar Pradesh,Kanpur,Uttaripura,Cauliflower,Cauliflower,FAQ,26/03/2024,2330,2530,2430,34
Uttar Pradesh,Shamli,Khandhla,Potato,Local,FAQ,26/03/2024,750,800,775,24
Uttar Pradesh,Kanpur Dehat,Pukharayan,Cauliflower,Cauliflower,FAQ,26/03/2024,1300,1335,1320,34
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Cauliflower,Cauliflower,FAQ,26/03/2024,1680,1765,1720,34
Uttar Pradesh,Maharajganj,Gadaura,Cauliflower,Cauliflower,FAQ,26/03/2024,1700,1800,1750,34
Uttar Pradesh,Mathura,Mathura,Cauliflower,Cauliflower,FAQ,26/03/2024,2000,2400,2200,34
Maharashtra,Nashik,Nasik,Methi(Leaves),Other,FAQ,26/03/2024,1000,2500,1700,46
Maharashtra,Pune,Pune,Methi(Leaves),Other,FAQ,26/03/2024,5,10,7,46
Punjab,Gurdaspur,Gurdaspur,Methi(Leaves),Other,FAQ,26/03/2024,1300,1500,1400,46
Punjab,Pathankot,Pathankot,Methi(Leaves),Methi,FAQ,26/03/2024,1200,1400,1400,46
Uttar Pradesh,Amroha,Hasanpur,Methi(Leaves),Methi,FAQ,26/03/2024,1450,1500,1450,46
West Bengal,Bankura,Bankura Sadar,Potato,Local,FAQ,26/03/2024,1320,1380,1360,24
West Bengal,Nadia,Kalyani,Cauliflower,Cauliflower,FAQ,26/03/2024,1100,1300,1200,34
West Bengal,Hooghly,Champadanga,Potato,Jyoti,FAQ,26/03/2024,1560,1600,1580,24
Karnataka,Shimoga,Shimoga,Methi Seeds,Methiseeds,FAQ,26/03/2024,7500,8500,8000,47
Madhya Pradesh,Mandsaur,Bhanpura,Methi Seeds,Methiseeds,FAQ,26/03/2024,5101,5101,5101,47
Madhya Pradesh,Shajapur,Agar,Methi Seeds,Methiseeds,FAQ,26/03/2024,4211,5000,5000,47
Rajasthan,Chittorgarh,Nimbahera,Methi Seeds,Other,FAQ,26/03/2024,4701,5651,5176,47
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,26/03/2024,2500,3000,2750,46
Haryana,Ambala,Naraingarh,Methi(Leaves),Methi,FAQ,26/03/2024,500,1200,1000,46
West Bengal,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,26/03/2024,1780,1820,1800,24
West Bengal,Medinipur(W),Medinipur(West),Potato,Jyoti,FAQ,26/03/2024,1510,1530,1520,24
West Bengal,Nadia,Kalyani,Potato,Jyoti,FAQ,26/03/2024,1800,1820,1810,24
West Bengal,Nadia,Ranaghat,Potato,Jyoti,FAQ,26/03/2024,1460,1500,1480,24
Haryana,Yamuna Nagar,Chhachrauli,Methi(Leaves),Other,FAQ,26/03/2024,800,1000,1000,46
Madhya Pradesh,Mandsaur,Sitmau,Methi(Leaves),Methi,FAQ,26/03/2024,3550,5099,5099,46
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Methi(Leaves),Other,FAQ,26/03/2024,500,700,600,46
Andhra Pradesh,Kurnool,Kurnool,Arhar (Tur/Red Gram)(Whole),Local,FAQ,26/03/2024,2056,9779,9396,49
West Bengal,Paschim Bardhaman,Durgapur,Potato,Jyoti,FAQ,26/03/2024,1360,1600,1540,24
West Bengal,Paschim Bardhaman,Durgapur,Potato,Other,FAQ,26/03/2024,1300,1420,1340,24
West Bengal,Purba Bardhaman,Katwa,Potato,Jyoti,FAQ,26/03/2024,1740,1780,1760,24
West Bengal,Puruliya,Kasipur,Potato,Jyoti,FAQ,26/03/2024,1360,1400,1380,24
West Bengal,Uttar Dinajpur,Islampur,Potato,Local,FAQ,26/03/2024,1200,1300,1250,24
Gujarat,Bhavnagar,Taleja,Arhar (Tur/Red Gram)(Whole),Other,FAQ,26/03/2024,6775,7500,7145,49
Punjab,Sangrur,Malerkotla,Potato,Other,FAQ,26/03/2024,800,1000,800,24
Punjab,Sangrur,Sunam,Potato,Potato,FAQ,26/03/2024,600,800,700,24
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,26/03/2024,2500,4000,3300,34
Kerala,Wayanad,Pulpally,Coffee,Other,FAQ,26/03/2024,15200,15400,15300,45
Rajasthan,Ajmer,Ajmer(F&V),Potato,Other,FAQ,26/03/2024,700,2000,1500,24
Rajasthan,Baran,Baran,Potato,Other,FAQ,26/03/2024,1000,1300,1250,24
Odisha,Bhadrak,Chandabali,Potato,Other,FAQ,26/03/2024,1300,1600,1400,24
Gujarat,Morbi,Vankaner(Sub yard),Cauliflower,Other,FAQ,26/03/2024,1000,2000,1500,34
Odisha,Dhenkanal,Hindol,Potato,Potato,FAQ,26/03/2024,2300,2500,2400,24
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,FAQ,26/03/2024,1750,2250,2000,34
Haryana,Bhiwani,Bhiwani,Cauliflower,Other,FAQ,26/03/2024,2140,2800,2510,34
Madhya Pradesh,Mandsaur,Mandsaur,Coriander(Leaves),Coriander,FAQ,26/03/2024,4000,7301,7301,43
Madhya Pradesh,Mandsaur,Shamgarh,Coriander(Leaves),Coriander,FAQ,26/03/2024,5700,9501,7001,43
Haryana,Gurgaon,Sohna,Cauliflower,Cauliflower,FAQ,26/03/2024,1000,2000,1600,34
