State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Himachal Pradesh,Mandi,Mandi(Takoli),Peas Wet,Other,FAQ,26/05/2024,1000,3200,2000,174
Punjab,kapurthala,Bhulath,Cucumbar(Kheera),Cucumbar,FAQ,26/05/2024,500,800,500,159
Maharashtra,Pune,Khed(Chakan),Peas Wet,Other,FAQ,26/05/2024,9000,12000,10000,174
Maharashtra,Pune,Pune,Peas Wet,Other,FAQ,26/05/2024,7000,9000,8000,174
Telangana,Karimnagar,Koratla,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,26/05/2024,2500,4500,3500,172
Himachal Pradesh,Solan,Solan,French Beans (Frasbean),Other,FAQ,26/05/2024,3500,6000,5000,298
West Bengal,Darjeeling,Darjeeling,French Beans (Frasbean),Other,FAQ,26/05/2024,6700,6900,6800,298
Tripura,Khowai,Teliamura,Kartali (Kantola),Kartali (Kantola),FAQ,26/05/2024,4200,4500,4300,305
Gujarat,Dahod,Dahod(Veg. Market),Little gourd (Kundru),Other,FAQ,26/05/2024,3000,4000,3500,302
Maharashtra,Ahmednagar,Rahata,Little gourd (Kundru),Other,FAQ,26/05/2024,2500,2500,2500,302
Haryana,Mahendragarh-Narnaul,Narnaul,Spinach,Other,FAQ,26/05/2024,1000,1500,1500,342
NCT of Delhi,Delhi,Shahdara,Spinach,Spinach,FAQ,26/05/2024,1200,1600,1400,342
Uttar Pradesh,Gautam Budh Nagar,Dadri,Spinach,Spinach,FAQ,26/05/2024,1100,1300,1200,342
Uttar Pradesh,Gonda,Gonda,Spinach,Spinach,FAQ,26/05/2024,1625,1750,1650,342
Uttar Pradesh,Varanasi,Varanasi,Litchi,Litchi,Medium,26/05/2024,10850,11150,11000,351
Himachal Pradesh,Kullu,Bhuntar,Squash(Chappal Kadoo),Other,FAQ,26/05/2024,300,400,350,332
Punjab,Moga,Kot ise Khan,Squash(Chappal Kadoo),Other,FAQ,26/05/2024,600,800,700,332
West Bengal,Darjeeling,Siliguri,Squash(Chappal Kadoo),Other,FAQ,26/05/2024,1400,1600,1500,332
Uttar Pradesh,Kanpur Dehat,Pukharayan,Peas(Dry),Peas(Dry),FAQ,26/05/2024,4310,4355,4325,347
West Bengal,Paschim Bardhaman,Asansol,Peas(Dry),Other,FAQ,26/05/2024,6650,6850,6700,347
Chattisgarh,Sukma,Konta,Mahua,Other,FAQ,26/05/2024,2800,2800,2800,335
Chattisgarh,Sukma,Sukma,Mahua,Mahua,FAQ,26/05/2024,2800,2800,2800,335
Uttar Pradesh,Unnao,Unnao,Spinach,Spinach,FAQ,26/05/2024,1225,1300,1260,342
Uttar Pradesh,Varanasi,Varanasi,Spinach,Spinach,FAQ,26/05/2024,1150,1235,1200,342
Odisha,Mayurbhanja,Baripada,Fish,Fish,FAQ,26/05/2024,15000,25000,20000,366
Tripura,Khowai,Teliamura,Fish,Rahu(Andhra),FAQ,26/05/2024,18800,19100,19000,366
